'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[02:13:39.949 07/11/2076]',66.032,18.364,64.860,90.647,-45.714,65.641,61.734,160.195,-171.136,171.526,193.797,135.189,-48.059,137.924,175.043,65.250,191.453,142.613,-64.078,50.794,-149.255,16.410,175.043
'[02:13:39.953 07/11/2076]',69.158,19.145,62.125,87.521,-33.211,65.250,60.952,147.692,-169.182,174.261,202.784,132.845,-60.562,113.309,195.360,92.991,203.175,136.361,-61.343,50.012,-182.076,1.563,195.360
'[02:13:39.957 07/11/2076]',63.687,20.317,57.045,88.303,-28.523,64.860,55.873,139.487,-168.791,168.791,186.764,147.692,-79.316,87.131,210.598,116.435,208.254,125.812,-56.264,44.933,-212.161,-9.377,210.598
'[02:13:39.961 07/11/2076]',61.734,21.099,53.529,87.521,-22.662,66.032,50.794,131.673,-172.308,154.335,178.950,157.460,-95.726,49.621,221.929,141.832,210.208,121.123,-52.747,42.589,-237.167,-35.946,221.929
'[02:13:39.965 07/11/2076]',60.171,23.443,50.403,82.833,-14.847,63.687,49.231,121.514,-179.341,134.799,186.764,140.269,-113.309,11.722,231.697,151.990,206.691,116.044,-49.621,37.900,-252.796,-70.720,231.697
'[02:13:39.969 07/11/2076]',55.873,26.960,48.449,78.535,-10.159,60.171,50.403,110.965,-191.453,117.216,190.281,146.520,-131.673,-18.755,240.293,173.871,201.221,113.309,-47.668,31.648,-268.816,-101.587,240.293
'[02:13:39.973 07/11/2076]',55.092,27.350,48.059,77.363,-4.689,58.608,50.794,105.885,-209.426,105.495,190.281,177.387,-148.083,-50.403,249.280,213.724,199.658,113.309,-47.277,28.913,-287.570,-131.282,249.280
'[02:13:39.977 07/11/2076]',50.012,32.039,47.277,79.316,-1.563,55.092,52.747,103.932,-226.618,104.322,182.076,182.076,-171.917,-61.734,260.611,215.678,198.877,110.965,-46.496,17.582,-301.245,-149.255,260.611
'[02:13:39.980 07/11/2076]',48.449,39.853,50.794,72.283,5.470,56.654,58.999,92.210,-235.995,109.402,191.844,173.089,-187.937,-66.032,274.286,219.194,201.612,110.965,-50.012,12.112,-313.358,-163.712,274.286
'[02:13:39.984 07/11/2076]',52.357,45.324,53.919,70.330,16.801,65.641,56.654,83.614,-241.856,112.527,196.142,205.519,-196.532,-76.972,284.444,262.173,201.221,110.965,-53.138,13.284,-337.192,-176.215,284.444
'[02:13:39.988 07/11/2076]',55.092,48.449,54.701,70.330,30.085,69.548,52.357,77.363,-244.982,108.230,202.393,228.181,-206.300,-89.866,289.133,302.027,189.890,104.713,-53.919,12.894,-355.946,-189.890,289.133
'[02:13:39.992 07/11/2076]',51.575,57.045,54.701,58.608,44.542,68.767,48.840,60.952,-244.982,98.852,200.049,205.910,-225.446,-96.117,289.524,293.040,171.526,93.382,-53.919,0.781,-365.324,-200.440,289.524
'[02:13:39.996 07/11/2076]',46.105,66.422,53.529,48.059,57.827,66.422,45.324,45.324,-244.982,88.694,186.764,196.532,-243.419,-103.150,285.617,289.524,152.381,82.442,-52.747,-14.457,-375.482,-205.910,285.617
'[02:13:40.000 07/11/2076]',45.714,70.330,55.873,40.244,67.595,66.422,46.886,32.039,-245.763,81.270,193.016,223.492,-244.591,-128.156,285.617,340.317,141.050,78.144,-55.092,-19.927,-386.422,-226.227,285.617
'[02:13:40.004 07/11/2076]',44.933,76.190,58.999,28.523,78.535,66.813,49.231,15.238,-241.465,75.409,200.440,229.353,-246.545,-146.911,285.617,373.529,130.501,74.237,-58.217,-30.085,-393.455,-240.684,285.617
'[02:13:40.008 07/11/2076]',38.681,87.521,60.952,13.675,89.084,66.422,47.277,-1.172,-226.618,71.502,179.731,209.035,-259.048,-146.520,278.974,361.807,114.481,63.687,-60.171,-50.794,-402.833,-231.306,278.974
'[02:13:40.012 07/11/2076]',33.993,93.773,61.734,1.172,100.024,62.125,44.933,-15.238,-207.473,64.469,151.990,196.923,-269.597,-146.520,269.597,355.165,99.634,48.449,-60.952,-69.158,-415.336,-219.585,269.597
'[02:13:40.016 07/11/2076]',32.821,95.336,62.515,-14.066,112.527,53.919,45.324,-33.993,-192.625,54.310,150.427,176.215,-271.551,-162.149,260.220,364.151,85.177,33.211,-61.734,-71.893,-427.839,-225.836,260.220
'[02:13:40.020 07/11/2076]',29.695,98.071,64.078,-34.383,123.468,44.542,43.761,-54.701,-175.433,40.635,143.394,150.427,-271.160,-172.698,247.326,357.509,65.250,19.145,-63.297,-75.800,-436.044,-225.446,247.326
'[02:13:40.023 07/11/2076]',25.397,97.680,62.906,-49.231,130.501,33.211,39.463,-66.422,-158.632,26.960,110.183,157.070,-271.160,-173.089,225.446,356.337,44.542,3.907,-62.125,-83.223,-436.825,-212.552,225.446
'[02:13:40.027 07/11/2076]',19.145,96.508,62.125,-58.608,135.580,22.271,36.337,-73.846,-143.004,12.894,81.270,155.507,-268.034,-171.917,203.175,345.397,22.271,-5.470,-61.343,-91.819,-427.839,-200.440,203.175
'[02:13:40.031 07/11/2076]',11.331,98.462,63.687,-68.376,137.534,12.112,35.556,-80.098,-125.031,0.391,68.767,123.468,-264.518,-164.493,180.904,316.484,3.126,-14.847,-62.906,-101.587,-406.740,-188.718,180.904
'[02:13:40.035 07/11/2076]',5.861,98.071,66.032,-72.674,142.613,0.391,38.291,-82.833,-101.978,-4.689,51.966,113.700,-254.359,-149.255,157.070,306.325,-7.424,-27.741,-65.250,-110.574,-382.906,-169.182,157.070
'[02:13:40.039 07/11/2076]',-3.126,95.336,66.032,-69.158,141.441,-14.457,40.635,-77.753,-81.661,-10.159,23.443,118.779,-245.372,-134.408,129.328,301.245,-18.755,-39.853,-65.250,-119.951,-358.291,-148.083,129.328
'[02:13:40.043 07/11/2076]',-7.033,94.554,66.813,-77.363,142.222,-22.662,45.714,-87.912,-63.687,-14.066,26.569,78.926,-231.306,-128.938,110.183,277.411,-22.662,-45.324,-66.032,-118.779,-337.192,-144.176,110.183
'[02:13:40.047 07/11/2076]',-10.940,96.508,64.078,-89.866,143.785,-28.523,46.496,-101.587,-44.542,-17.973,19.145,37.118,-221.538,-118.388,86.349,246.545,-28.132,-51.184,-63.297,-117.607,-322.344,-133.626,86.349
'[02:13:40.051 07/11/2076]',-8.987,90.256,55.873,-97.289,141.441,-30.476,42.198,-112.137,-34.774,-21.099,9.377,43.370,-206.691,-124.249,66.032,262.173,-33.602,-53.919,-55.092,-108.230,-320.781,-128.156,66.032
'[02:13:40.055 07/11/2076]',-10.940,82.833,49.231,-107.839,137.143,-33.211,36.728,-126.203,-28.523,-25.397,10.159,32.039,-197.314,-127.375,46.886,266.471,-40.244,-57.436,-48.449,-102.759,-315.311,-122.686,46.886
'[02:13:40.059 07/11/2076]',-15.629,79.707,40.635,-123.468,132.063,-36.728,26.960,-141.050,-19.536,-30.476,-5.861,-19.927,-203.956,-111.355,25.788,213.333,-53.919,-63.297,-39.853,-107.057,-305.543,-103.150,25.788
'[02:13:40.063 07/11/2076]',-25.006,76.190,29.695,-133.236,118.388,-44.151,21.490,-147.692,-14.457,-33.211,-31.258,-53.529,-212.161,-92.991,5.079,167.228,-70.330,-63.687,-28.913,-112.918,-294.212,-77.753,5.079
'[02:13:40.066 07/11/2076]',-29.304,65.641,24.615,-141.441,103.150,-50.403,20.708,-153.553,-16.410,-36.728,-25.788,-56.264,-203.565,-95.336,-10.940,175.433,-80.879,-59.389,-23.834,-101.587,-280.537,-75.409,-10.940
'[02:13:40.070 07/11/2076]',-33.993,57.436,18.755,-150.818,89.084,-52.747,16.410,-161.758,-18.755,-43.370,-21.099,-70.720,-197.314,-95.336,-28.132,168.010,-93.382,-54.701,-17.973,-89.866,-264.127,-72.283,-28.132
'[02:13:40.074 07/11/2076]',-48.059,52.357,8.987,-153.944,66.422,-53.138,9.768,-162.930,-19.145,-50.012,-46.105,-88.694,-202.784,-82.442,-49.621,130.501,-108.620,-59.780,-8.205,-91.819,-240.684,-50.012,-49.621
'[02:13:40.078 07/11/2076]',-65.641,44.933,1.563,-151.990,38.681,-55.092,7.033,-160.977,-23.053,-55.092,-67.204,-101.978,-202.002,-76.972,-68.376,100.415,-121.905,-60.952,-0.781,-89.475,-212.943,-35.946,-68.376
'[02:13:40.082 07/11/2076]',-76.581,37.118,-4.689,-154.335,14.457,-52.747,5.470,-166.056,-30.867,-61.734,-58.217,-130.110,-191.844,-82.833,-83.223,76.581,-132.454,-54.701,5.470,-74.237,-186.374,-41.026,-83.223
'[02:13:40.086 07/11/2076]',-89.475,32.821,-10.940,-154.725,-11.722,-48.059,5.470,-167.228,-36.337,-70.720,-54.701,-150.037,-180.513,-89.475,-96.117,54.701,-147.692,-47.668,11.722,-64.469,-158.632,-41.416,-96.117
'[02:13:40.090 07/11/2076]',-101.978,26.569,-17.973,-149.255,-40.244,-46.105,3.516,-158.242,-42.198,-78.926,-66.032,-134.799,-168.791,-95.726,-111.355,54.310,-159.023,-42.589,18.755,-52.747,-133.236,-36.728,-111.355
'[02:13:40.094 07/11/2076]',-111.355,20.708,-23.834,-147.302,-66.422,-44.542,3.126,-152.381,-47.277,-83.223,-73.455,-137.924,-156.679,-100.415,-121.905,37.118,-169.573,-36.728,24.615,-44.151,-105.885,-34.383,-121.905
'[02:13:40.098 07/11/2076]',-123.468,18.364,-26.569,-145.348,-92.601,-40.635,6.252,-148.864,-49.231,-86.740,-75.018,-164.884,-150.037,-97.680,-128.938,0.391,-176.606,-29.304,27.350,-40.244,-75.018,-26.960,-128.938
'[02:13:40.102 07/11/2076]',-133.236,14.457,-25.006,-136.361,-119.560,-35.556,13.675,-137.143,-51.184,-87.521,-72.283,-162.149,-136.361,-98.462,-133.236,-4.689,-178.950,-22.662,25.788,-33.993,-37.900,-22.271,-133.236
'[02:13:40.105 07/11/2076]',-140.269,16.410,-24.225,-130.110,-139.878,-28.913,19.536,-128.938,-51.184,-83.614,-83.614,-153.553,-121.905,-96.899,-136.752,-17.582,-183.639,-10.940,25.006,-28.913,-11.722,-12.112,-136.752
'[02:13:40.109 07/11/2076]',-143.004,23.443,-21.880,-130.501,-150.037,-16.020,22.662,-128.938,-48.059,-82.442,-83.614,-184.029,-108.620,-92.991,-140.659,-56.264,-187.546,1.563,22.662,-21.880,10.549,-6.252,-140.659
'[02:13:40.113 07/11/2076]',-144.567,30.476,-21.099,-122.295,-155.507,-4.298,23.443,-121.514,-45.324,-82.051,-92.991,-196.142,-96.508,-92.210,-144.957,-82.442,-189.890,11.722,21.880,-15.629,31.648,0.391,-144.957
'[02:13:40.117 07/11/2076]',-142.613,31.648,-18.755,-110.183,-159.805,2.735,23.443,-107.839,-45.714,-76.972,-96.508,-166.838,-73.846,-100.024,-148.864,-62.906,-186.374,22.271,19.536,-3.126,51.184,1.563,-148.864
'[02:13:40.121 07/11/2076]',-140.659,30.867,-13.284,-102.369,-162.930,7.814,25.788,-97.680,-44.542,-72.283,-91.429,-154.725,-51.966,-105.885,-150.818,-55.092,-184.420,30.085,14.066,7.424,74.628,2.344,-150.818
'[02:13:40.125 07/11/2076]',-142.222,34.774,-8.596,-96.899,-165.275,11.331,28.132,-87.912,-40.244,-67.985,-101.978,-180.904,-44.933,-92.991,-153.944,-98.852,-185.201,35.946,9.377,6.252,103.932,14.457,-153.944
'[02:13:40.129 07/11/2076]',-143.394,39.072,-3.126,-92.210,-169.963,16.801,31.258,-78.926,-37.118,-60.952,-116.044,-192.234,-37.900,-79.316,-155.507,-133.626,-182.076,41.807,3.907,1.954,130.891,29.304,-155.507
'[02:13:40.133 07/11/2076]',-135.189,38.681,2.344,-87.521,-169.573,24.615,36.337,-73.065,-34.383,-51.966,-101.978,-185.201,-14.847,-84.396,-151.990,-121.905,-172.308,50.794,-1.563,14.066,152.381,23.053,-151.990
'[02:13:40.137 07/11/2076]',-122.686,37.900,4.689,-85.958,-164.884,32.430,38.291,-71.893,-28.913,-46.886,-89.084,-186.764,4.298,-85.958,-150.037,-121.514,-167.228,58.217,-3.907,23.443,171.917,19.145,-150.037
'[02:13:40.141 07/11/2076]',-119.170,40.244,1.563,-79.316,-163.712,38.291,32.430,-64.078,-21.880,-43.370,-109.792,-180.122,10.940,-73.455,-152.772,-140.659,-163.321,58.608,-0.781,17.582,189.890,33.602,-152.772
'[02:13:40.145 07/11/2076]',-112.527,39.463,-1.172,-74.237,-160.195,38.291,30.476,-58.217,-13.284,-39.072,-127.766,-179.731,20.708,-63.297,-155.116,-163.321,-154.725,52.357,1.954,16.410,207.473,45.324,-155.116
'[02:13:40.148 07/11/2076]',-102.759,38.291,-1.563,-75.409,-153.944,41.026,30.476,-60.171,-7.424,-34.383,-115.653,-206.300,33.602,-60.952,-152.772,-184.420,-147.692,51.184,2.344,25.397,219.194,41.416,-152.772
'[02:13:40.152 07/11/2076]',-95.336,36.728,-0.781,-73.846,-148.474,41.807,30.085,-57.827,-2.344,-31.648,-106.667,-214.115,44.933,-58.608,-148.083,-193.797,-139.878,47.668,1.563,31.258,228.571,41.416,-148.083
'[02:13:40.156 07/11/2076]',-90.256,32.039,-2.344,-66.813,-146.911,40.635,27.350,-49.621,-1.563,-27.741,-113.309,-191.062,56.654,-55.873,-146.911,-187.937,-130.110,42.979,3.126,34.383,239.902,44.542,-146.911
'[02:13:40.160 07/11/2076]',-85.177,26.178,-1.563,-65.641,-144.957,38.291,24.615,-45.714,-3.126,-21.490,-112.918,-194.969,63.687,-50.012,-144.957,-201.612,-124.640,40.635,2.344,38.291,253.968,44.151,-144.957
'[02:13:40.164 07/11/2076]',-86.349,19.927,-3.126,-62.515,-147.692,30.476,23.053,-39.853,-7.424,-17.192,-107.839,-207.473,67.595,-44.542,-144.176,-219.585,-118.388,36.337,3.907,39.072,273.504,41.416,-144.176
'[02:13:40.168 07/11/2076]',-86.740,15.629,-4.298,-62.906,-150.427,26.960,19.536,-36.337,-9.768,-12.894,-125.421,-193.016,67.204,-31.258,-147.302,-230.916,-111.746,29.695,5.079,36.728,284.444,50.012,-147.302
'[02:13:40.172 07/11/2076]',-81.270,10.940,-3.126,-65.250,-149.646,29.304,18.364,-38.681,-10.549,-9.768,-118.388,-186.764,75.018,-30.867,-146.129,-224.664,-102.369,25.006,3.907,48.059,286.789,44.933,-146.129
'[02:13:40.176 07/11/2076]',-78.144,8.987,-3.907,-66.813,-148.474,32.430,14.847,-41.416,-12.503,-8.596,-113.309,-207.863,74.628,-27.741,-143.394,-246.545,-94.164,17.192,4.689,53.529,282.491,42.589,-143.394
'[02:13:40.180 07/11/2076]',-73.455,8.596,-3.907,-65.641,-144.567,33.993,14.066,-39.463,-11.331,-5.470,-116.435,-214.115,75.409,-20.317,-141.050,-262.955,-82.442,15.238,4.689,52.747,280.147,43.761,-141.050
'[02:13:40.184 07/11/2076]',-62.515,1.954,-2.344,-57.045,-141.441,35.165,16.410,-31.648,-14.457,-2.735,-98.462,-175.433,93.773,-32.430,-135.580,-217.631,-69.939,21.880,3.126,64.860,273.114,30.867,-135.580
'[02:13:40.188 07/11/2076]',-54.701,-3.907,-1.563,-48.059,-139.487,32.039,19.145,-23.053,-20.317,0.391,-81.270,-151.990,105.885,-41.807,-131.673,-185.983,-61.343,24.615,2.344,72.283,271.160,17.973,-131.673
'[02:13:40.191 07/11/2076]',-51.966,-2.344,-0.391,-46.496,-135.189,28.132,18.755,-15.238,-21.099,3.907,-88.303,-160.586,101.978,-27.741,-132.845,-207.473,-55.873,21.099,1.172,63.687,272.332,23.443,-132.845
'[02:13:40.195 07/11/2076]',-48.059,-2.735,-0.781,-46.496,-130.891,24.615,17.192,-10.549,-23.443,7.033,-94.164,-162.149,100.806,-17.973,-134.799,-221.538,-47.668,17.582,1.563,57.827,269.597,28.132,-134.799
'[02:13:40.199 07/11/2076]',-38.291,-7.033,0.391,-43.761,-124.249,21.880,17.973,-8.205,-35.165,9.768,-69.939,-150.427,108.230,-28.913,-130.891,-193.797,-30.867,14.847,0.391,67.595,263.346,8.205,-130.891
'[02:13:40.203 07/11/2076]',-28.132,-10.549,2.344,-46.496,-111.746,20.317,16.410,-9.768,-43.761,12.894,-49.621,-146.911,112.918,-32.039,-128.156,-179.341,-14.457,10.159,-1.563,68.376,258.657,-2.735,-128.156
'[02:13:40.207 07/11/2076]',-21.880,-12.503,0.391,-44.933,-105.104,19.145,12.112,-7.814,-50.403,11.722,-50.403,-125.031,111.746,-28.132,-129.328,-167.619,-2.344,7.424,0.391,62.125,251.624,-1.172,-129.328
'[02:13:40.211 07/11/2076]',-15.629,-16.410,-0.391,-43.370,-98.852,18.364,10.549,-8.205,-57.436,8.596,-45.714,-107.057,109.011,-34.383,-124.249,-151.990,7.033,10.549,1.172,62.515,239.902,-10.940,-124.249
'[02:13:40.215 07/11/2076]',-9.768,-17.582,1.172,-44.933,-92.991,17.973,9.768,-8.987,-66.422,7.814,-26.960,-117.607,102.759,-41.416,-112.527,-152.772,12.894,10.549,-0.391,59.780,229.744,-27.350,-112.527
'[02:13:40.219 07/11/2076]',-6.252,-17.582,3.126,-44.933,-90.647,14.847,12.894,-4.689,-72.674,6.642,-15.238,-103.932,97.289,-48.059,-96.508,-137.924,18.755,12.503,-2.344,56.654,214.505,-41.416,-96.508
'[02:13:40.223 07/11/2076]',-1.172,-20.317,5.470,-41.026,-88.694,9.768,14.847,5.470,-80.879,7.033,-15.238,-66.422,93.773,-58.999,-80.098,-110.183,26.178,14.457,-4.689,55.873,196.923,-57.045,-80.098
'[02:13:40.227 07/11/2076]',-1.563,-19.536,7.814,-35.165,-91.038,0.391,16.020,24.225,-85.958,7.033,-30.476,-55.092,82.833,-55.482,-67.985,-123.468,29.304,10.549,-7.033,45.714,184.029,-60.952,-67.985
'[02:13:40.230 07/11/2076]',3.126,-18.364,11.722,-36.728,-89.475,-4.689,19.145,32.430,-88.694,3.516,-17.192,-53.529,82.833,-59.389,-61.734,-117.216,35.946,9.768,-10.940,44.151,171.526,-72.283,-61.734
'[02:13:40.234 07/11/2076]',12.503,-16.020,12.894,-40.244,-87.521,0.000,19.145,36.728,-89.866,-1.563,-12.503,-22.271,90.256,-69.158,-60.562,-87.131,43.761,10.940,-12.112,47.277,153.162,-82.833,-60.562
'[02:13:40.238 07/11/2076]',23.053,-20.317,12.112,-37.900,-87.521,5.079,12.894,43.761,-94.554,-9.768,-5.079,7.424,96.117,-88.694,-56.654,-52.357,46.105,9.377,-11.331,53.529,130.110,-98.071,-56.654
'[02:13:40.242 07/11/2076]',31.258,-19.927,12.894,-41.807,-83.223,10.159,11.722,42.198,-96.508,-13.284,2.344,-5.861,94.164,-100.024,-46.496,-60.562,52.357,8.596,-12.112,50.012,115.653,-112.527,-46.496
'[02:13:40.246 07/11/2076]',37.118,-19.927,12.503,-40.635,-80.098,12.503,10.940,43.761,-98.462,-15.238,-5.861,-2.735,84.786,-110.183,-30.476,-67.204,57.436,10.940,-11.722,44.151,94.554,-121.905,-30.476
'[02:13:40.250 07/11/2076]',47.668,-26.960,14.457,-32.039,-73.455,12.112,11.331,51.575,-100.806,-16.020,0.391,42.589,88.694,-136.752,-8.205,-17.582,64.078,17.192,-13.675,48.449,69.939,-143.394,-8.205
'[02:13:40.254 07/11/2076]',56.654,-31.258,19.536,-28.523,-63.687,10.549,11.331,56.264,-99.243,-18.755,13.675,64.078,91.819,-156.288,7.814,15.238,70.330,18.364,-18.755,49.621,50.403,-160.195,7.814
'[02:13:40.258 07/11/2076]',59.389,-28.523,21.099,-28.913,-56.264,14.066,5.861,57.827,-93.773,-20.708,3.907,63.297,82.833,-154.725,15.238,7.814,73.846,13.675,-20.317,36.337,32.430,-155.507,15.238
'[02:13:40.262 07/11/2076]',63.687,-25.397,23.443,-25.397,-47.668,19.536,0.781,62.515,-87.131,-21.880,-7.033,74.237,78.535,-149.646,21.099,7.033,80.098,7.424,-22.662,24.225,12.503,-144.567,21.099
'[02:13:40.266 07/11/2076]',74.237,-26.569,28.523,-22.271,-37.509,25.397,-0.391,64.469,-83.614,-19.145,13.675,82.442,87.912,-157.070,31.258,30.085,96.117,2.344,-27.741,27.350,-4.689,-152.772,31.258
'[02:13:40.270 07/11/2076]',84.396,-25.397,33.211,-25.006,-25.006,33.993,-0.781,58.217,-76.972,-15.238,29.304,83.614,93.382,-160.195,41.026,44.933,111.355,-0.781,-32.430,25.397,-23.443,-155.116,41.026
'[02:13:40.273 07/11/2076]',90.647,-24.225,32.039,-23.834,-13.675,40.244,-8.596,55.482,-67.595,-12.503,13.675,105.495,90.256,-157.070,43.761,60.952,119.951,-8.205,-31.258,18.755,-49.231,-144.567,43.761
'[02:13:40.277 07/11/2076]',94.945,-27.741,27.350,-23.053,-3.126,39.853,-17.973,51.966,-57.045,-10.549,-2.344,110.183,83.614,-151.990,42.589,63.687,128.156,-19.927,-26.569,13.284,-69.939,-134.408,42.589
'[02:13:40.281 07/11/2076]',94.164,-28.523,25.397,-29.695,2.735,37.900,-23.053,41.416,-51.966,-7.814,-2.344,79.316,71.502,-142.613,38.681,46.886,135.189,-32.039,-24.615,7.033,-86.349,-125.421,38.681
'[02:13:40.285 07/11/2076]',93.382,-28.523,25.006,-35.165,5.861,41.416,-26.569,32.039,-46.496,0.391,-5.470,71.111,59.389,-117.998,37.118,39.463,147.692,-41.807,-24.225,-1.172,-103.150,-105.885,37.118
'[02:13:40.289 07/11/2076]',92.991,-30.867,25.788,-33.602,6.642,42.979,-30.867,33.211,-50.012,15.238,-13.675,85.177,42.198,-82.051,40.244,36.337,165.275,-51.966,-25.006,-8.987,-122.295,-81.270,40.244
'[02:13:40.293 07/11/2076]',95.726,-28.913,26.569,-40.244,8.987,47.668,-29.695,23.834,-50.794,30.085,8.987,64.860,31.258,-50.794,46.496,26.569,183.248,-50.794,-25.788,-8.987,-140.659,-72.674,46.496
'[02:13:40.297 07/11/2076]',100.024,-26.569,24.615,-48.840,15.238,57.827,-34.383,8.987,-48.840,47.668,20.317,42.979,16.801,-20.317,49.621,16.410,202.002,-49.621,-23.834,-7.033,-168.400,-62.906,49.621
'[02:13:40.301 07/11/2076]',106.667,-32.039,18.364,-47.277,21.099,66.032,-46.105,2.735,-48.840,58.608,25.006,71.893,7.814,-12.894,49.231,62.515,220.366,-55.873,-17.582,1.172,-202.393,-63.297,49.231
'[02:13:40.305 07/11/2076]',111.355,-38.681,11.331,-46.105,28.523,69.548,-53.529,-8.596,-44.151,65.641,32.039,84.396,5.079,-18.364,41.807,109.011,234.823,-64.469,-10.549,7.424,-225.055,-70.720,41.807
'[02:13:40.309 07/11/2076]',110.183,-40.244,2.735,-52.747,35.946,71.111,-60.171,-27.741,-35.556,68.767,22.662,49.621,-8.205,-16.801,29.695,100.806,244.200,-77.753,-1.954,3.516,-239.902,-71.893,29.695
'[02:13:40.313 07/11/2076]',106.667,-42.979,-5.079,-55.092,42.589,69.158,-67.595,-42.589,-25.006,70.720,0.391,32.821,-21.490,-16.801,19.927,96.508,253.578,-91.819,5.861,-5.470,-250.842,-70.720,19.927
'[02:13:40.316 07/11/2076]',109.402,-51.575,-12.112,-54.310,51.966,66.032,-69.939,-58.217,-19.145,71.111,10.159,44.933,-21.099,-34.774,17.192,145.739,263.736,-96.508,12.894,1.172,-264.908,-89.866,17.192
'[02:13:40.320 07/11/2076]',111.746,-58.608,-18.364,-57.045,61.734,62.906,-75.409,-73.455,-11.331,67.595,23.834,41.807,-25.006,-48.059,15.629,178.559,271.160,-102.759,19.145,7.814,-275.067,-108.620,15.629
'[02:13:40.324 07/11/2076]',107.448,-62.125,-26.569,-55.092,69.158,59.389,-84.786,-82.051,-1.172,67.985,8.987,33.993,-41.807,-38.291,14.457,175.433,271.941,-116.435,27.350,3.126,-288.352,-104.322,14.457
'[02:13:40.328 07/11/2076]',105.885,-64.469,-30.476,-49.231,77.363,53.138,-86.740,-84.396,5.470,71.111,0.000,37.900,-55.482,-26.178,16.801,179.731,273.895,-125.421,31.258,-2.735,-297.338,-98.852,16.801
'[02:13:40.332 07/11/2076]',107.839,-64.078,-28.132,-48.059,83.223,53.529,-81.661,-89.866,7.424,78.144,19.927,28.913,-55.092,-22.662,22.662,191.062,277.021,-122.295,28.913,2.344,-302.808,-108.230,22.662
'[02:13:40.336 07/11/2076]',109.792,-58.217,-24.615,-48.449,91.429,57.827,-76.581,-96.899,12.894,89.866,34.383,21.490,-51.184,-12.894,28.913,195.360,275.067,-119.951,25.397,2.344,-306.325,-109.402,28.913
'[02:13:40.340 07/11/2076]',109.792,-56.264,-21.490,-41.807,99.243,57.827,-76.972,-91.819,18.364,100.806,30.085,46.496,-46.496,0.391,30.867,213.333,270.769,-119.170,22.271,0.391,-308.278,-100.806,30.867
'[02:13:40.344 07/11/2076]',106.276,-52.747,-19.145,-35.556,107.057,52.747,-77.753,-85.568,24.225,109.011,26.569,52.747,-42.589,12.112,29.695,214.896,264.127,-119.951,19.927,-3.907,-299.292,-94.164,29.695
'[02:13:40.348 07/11/2076]',99.243,-46.105,-17.973,-33.602,116.825,45.324,-79.707,-82.833,37.118,110.965,27.350,28.523,-41.416,25.788,27.741,192.234,253.578,-129.719,18.755,-11.722,-284.054,-86.349,27.741
'[02:13:40.352 07/11/2076]',90.256,-43.761,-14.066,-29.304,126.984,30.867,-80.879,-76.190,50.403,109.792,31.258,32.821,-36.337,32.821,26.178,202.784,240.293,-144.567,14.847,-18.364,-263.346,-80.488,26.178
'[02:13:40.355 07/11/2076]',83.614,-34.383,-12.894,-27.350,137.143,23.053,-82.833,-71.502,65.641,108.230,7.424,39.853,-35.946,47.668,19.536,189.499,228.962,-152.772,13.675,-31.258,-245.763,-61.343,19.536
'[02:13:40.359 07/11/2076]',79.707,-22.271,-6.642,-36.728,148.864,21.880,-77.363,-81.270,83.223,104.322,3.516,6.642,-31.648,56.264,18.364,155.897,215.287,-151.600,7.424,-39.072,-228.571,-52.747,18.364
'[02:13:40.363 07/11/2076]',76.581,-14.066,-2.344,-39.072,160.977,18.364,-76.581,-83.614,100.415,93.382,-8.205,-12.894,-30.085,62.125,10.549,131.673,193.407,-150.427,3.126,-43.370,-214.896,-40.635,10.549
'[02:13:40.367 07/11/2076]',76.972,-11.331,0.781,-35.165,174.261,12.112,-75.409,-80.879,116.435,83.614,-20.317,11.722,-19.145,60.562,2.735,148.864,174.261,-145.348,0.000,-38.291,-207.473,-28.913,2.735
'[02:13:40.371 07/11/2076]',75.800,-11.722,5.470,-31.648,185.983,2.344,-71.502,-80.098,130.501,68.767,-18.364,21.880,-8.205,54.701,-5.079,162.540,150.427,-141.050,-4.689,-30.476,-195.360,-23.443,-5.079
'[02:13:40.375 07/11/2076]',64.469,-9.377,4.298,-32.821,192.625,-11.722,-74.628,-79.707,146.520,48.449,-35.946,-5.861,-13.675,63.687,-18.755,122.686,116.825,-146.911,-3.516,-35.556,-175.043,-6.252,-18.755
'[02:13:40.379 07/11/2076]',53.919,-6.642,1.563,-33.993,201.612,-25.788,-80.098,-80.488,164.103,32.039,-63.687,-22.271,-21.099,76.581,-33.602,89.084,88.303,-154.335,-0.781,-47.668,-153.944,15.629,-33.602
'[02:13:40.383 07/11/2076]',50.403,-8.205,-1.563,-32.430,211.380,-38.681,-80.879,-83.614,174.652,15.629,-63.297,-15.238,-13.675,63.687,-41.807,104.322,67.204,-156.679,2.344,-52.747,-128.156,12.503,-41.807
'[02:13:40.387 07/11/2076]',43.761,-12.503,-8.596,-29.304,216.459,-53.138,-84.396,-85.568,184.420,-4.689,-62.515,-19.145,-12.894,52.357,-50.012,109.011,44.151,-162.149,9.377,-63.687,-96.508,12.503,-50.012
