'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[15:07:46.926 06/11/2076]',32.821,-144.957,-109.792,-28.913,298.120,-276.630,-95.336,-176.606,275.458,-333.675,-226.618,-217.631,-10.159,-232.088,-92.601,-166.056,-395.018,-245.372,110.574,-90.647,180.513,16.801,-92.601
'[15:07:46.930 06/11/2076]',-24.225,-100.415,-107.448,-19.536,267.253,-273.504,-86.740,-159.414,271.551,-317.265,-239.512,-235.214,-39.463,-271.160,3.907,-213.724,-396.190,-241.074,108.230,-77.753,171.917,-19.145,3.907
'[15:07:46.934 06/11/2076]',-44.151,-102.759,-104.322,-20.708,202.784,-241.074,-83.223,-151.990,252.015,-307.497,-234.042,-221.148,-27.741,-189.890,-74.628,-217.631,-395.800,-232.479,105.104,-53.138,172.698,62.906,-74.628
'[15:07:46.938 06/11/2076]',-71.893,-91.819,-112.137,-7.424,203.956,-271.551,-85.177,-131.673,234.042,-361.807,-218.803,-189.109,-43.761,-139.487,-144.567,-207.473,-409.475,-232.479,112.918,-37.509,229.353,72.674,-144.567
'[15:07:46.941 06/11/2076]',-78.144,-96.117,-111.355,-6.642,166.838,-266.862,-77.363,-116.044,215.287,-359.853,-224.664,-198.877,-4.298,-121.123,-208.645,-232.088,-410.647,-227.399,112.137,-28.132,246.935,125.812,-208.645
'[15:07:46.945 06/11/2076]',-89.084,-83.614,-111.746,-3.907,183.639,-289.524,-84.786,-99.243,179.731,-357.900,-203.956,-194.579,69.939,-182.466,-208.254,-254.750,-410.256,-218.803,112.527,-34.383,269.597,127.375,-208.254
'[15:07:46.949 06/11/2076]',-84.005,-84.786,-113.700,-3.516,159.023,-271.160,-81.661,-92.991,205.128,-375.873,-228.181,-176.606,36.728,-166.056,-201.612,-243.810,-412.601,-204.737,114.481,-32.821,309.060,89.866,-201.612
'[15:07:46.953 06/11/2076]',-75.800,-106.667,-108.230,2.344,114.481,-261.001,-63.297,-79.707,185.592,-337.192,-239.512,-175.043,39.853,-261.001,-81.270,-262.955,-405.958,-184.420,109.011,-20.708,305.543,3.907,-81.270
'[15:07:46.957 06/11/2076]',-59.780,-105.885,-101.978,-7.814,64.078,-225.055,-47.277,-69.158,155.897,-310.232,-221.929,-189.499,81.270,-255.140,-92.210,-299.683,-393.065,-164.884,102.759,-14.457,316.484,21.099,-92.210
'[15:07:46.961 06/11/2076]',-96.508,-75.409,-104.322,-3.516,30.867,-217.241,-43.761,-51.966,135.971,-318.437,-210.598,-183.248,25.788,-145.739,-148.864,-306.325,-386.032,-150.818,105.104,-6.642,322.344,69.939,-148.864
'[15:07:46.965 06/11/2076]',-34.774,-128.938,-107.448,7.424,-12.112,-176.606,-38.291,-37.509,99.634,-306.325,-191.062,-171.917,40.635,-157.851,-148.474,-303.590,-367.277,-132.063,108.230,28.132,340.317,24.615,-148.474
'[15:07:46.969 06/11/2076]',-61.343,-82.442,-107.057,0.391,15.629,-180.513,-46.105,-41.026,87.912,-288.742,-184.420,-182.466,113.309,-137.924,-222.711,-319.219,-351.648,-120.733,107.839,17.973,325.470,134.408,-222.711
'[15:07:46.973 06/11/2076]',-78.144,-74.237,-105.885,18.364,2.735,-182.076,-55.092,-6.252,81.661,-312.967,-175.433,-162.930,29.695,-62.125,-198.095,-339.536,-343.053,-106.667,106.667,7.424,362.589,119.951,-198.095
'[15:07:46.977 06/11/2076]',-47.277,-94.554,-92.991,7.814,-35.165,-154.335,-41.416,2.735,75.800,-304.371,-178.559,-159.805,59.389,-66.032,-202.002,-357.509,-325.861,-82.833,93.773,8.987,409.475,96.117,-202.002
'[15:07:46.980 06/11/2076]',-51.966,-70.330,-83.614,5.079,-67.595,-130.110,-17.192,12.112,48.840,-258.657,-165.665,-161.758,62.906,-42.589,-176.606,-380.952,-304.762,-53.919,84.396,0.781,415.726,99.243,-176.606
'[15:07:46.984 06/11/2076]',-87.131,-28.132,-65.250,-3.516,-70.720,-124.640,-9.377,18.755,35.946,-266.081,-132.454,-157.460,128.156,-52.747,-205.519,-389.158,-285.226,-26.960,66.032,6.252,427.448,120.733,-205.519
'[15:07:46.988 06/11/2076]',-51.966,-32.821,-54.701,-8.987,-101.587,-78.535,1.563,26.960,21.880,-215.287,-132.454,-146.911,139.878,-114.090,-119.170,-379.780,-260.611,-2.735,55.482,30.476,372.357,63.687,-119.170
'[15:07:46.992 06/11/2076]',-5.861,-53.529,-51.966,-7.424,-163.712,-3.126,8.987,36.337,10.940,-197.705,-125.031,-144.957,186.374,-176.606,-89.475,-377.045,-232.088,22.662,52.747,48.059,344.615,35.556,-89.475
'[15:07:46.996 06/11/2076]',-42.198,-15.238,-43.761,-11.331,-110.965,-43.370,1.172,38.681,1.172,-189.890,-114.481,-148.474,90.647,-30.867,-124.249,-388.767,-215.287,34.383,44.542,40.244,346.960,79.316,-124.249
'[15:07:47.000 06/11/2076]',-5.079,-27.741,-43.761,-10.159,-163.712,15.238,10.549,47.668,-22.662,-186.374,-98.462,-122.686,135.971,-160.586,-33.993,-373.138,-191.844,53.919,44.542,57.045,352.430,-39.853,-33.993
'[15:07:47.004 06/11/2076]',2.735,-40.635,-37.509,-20.317,-213.333,51.575,26.178,36.728,-19.927,-162.149,-101.978,-117.998,38.291,-2.344,-73.065,-366.886,-169.573,71.111,38.291,66.032,346.960,1.563,-73.065
'[15:07:47.008 06/11/2076]',-64.078,14.457,-29.304,-21.880,-141.050,-8.205,14.457,32.430,-34.774,-164.884,-92.210,-126.984,67.595,26.178,-141.050,-374.310,-162.149,70.720,30.085,34.383,373.919,75.018,-141.050
'[15:07:47.012 06/11/2076]',-65.641,26.178,-20.708,-21.490,-170.745,28.132,18.364,39.853,-68.767,-146.911,-57.045,-117.607,146.129,-7.424,-154.335,-376.264,-141.050,85.958,21.490,32.039,383.687,84.786,-154.335
'[15:07:47.016 06/11/2076]',-52.357,26.569,-3.126,-18.755,-183.639,48.840,38.291,44.933,-55.482,-128.156,-50.403,-89.084,109.402,109.792,-205.519,-339.145,-116.044,106.667,3.907,50.012,348.913,150.037,-205.519
'[15:07:47.020 06/11/2076]',-64.469,55.482,9.377,-13.675,-128.938,33.993,32.821,46.105,-45.714,-108.620,-42.979,-78.144,164.493,36.728,-150.818,-328.205,-94.554,117.607,-8.596,33.993,354.383,117.998,-150.818
'[15:07:47.023 06/11/2076]',-41.807,79.316,31.648,-24.615,-124.640,71.502,44.933,50.794,-64.078,-100.024,10.940,-69.939,221.538,46.105,-142.613,-350.476,-65.250,138.315,-30.867,37.509,383.297,105.495,-142.613
'[15:07:47.027 06/11/2076]',-25.397,75.409,37.118,-19.536,-157.460,120.342,42.589,60.562,-40.244,-56.264,-18.364,-63.687,145.739,99.243,-85.177,-341.099,-39.463,143.785,-36.337,30.867,325.861,114.872,-85.177
'[15:07:47.031 06/11/2076]',-31.648,75.409,53.138,-16.410,-175.433,136.752,55.092,62.125,-51.966,-13.675,-12.112,-59.389,163.321,57.436,-23.443,-338.364,-12.894,152.772,-52.357,23.443,341.880,60.952,-23.443
'[15:07:47.035 06/11/2076]',-28.523,73.846,64.860,-13.284,-179.341,145.348,60.171,67.985,-73.455,8.596,-1.563,-51.184,213.724,121.905,-121.905,-332.503,8.205,153.944,-64.078,19.145,341.099,166.447,-121.905
'[15:07:47.039 06/11/2076]',-10.159,33.211,70.330,6.642,-245.763,185.592,56.264,102.369,-97.289,42.198,-8.596,-22.271,139.878,76.581,18.755,-323.516,26.178,149.255,-69.548,5.861,318.828,69.939,18.755
'[15:07:47.043 06/11/2076]',-47.277,74.628,88.303,-8.987,-197.314,144.957,64.078,91.819,-71.502,30.476,6.642,-25.006,169.182,59.389,34.383,-323.126,38.681,151.990,-87.521,-4.298,356.728,33.211,34.383
'[15:07:47.047 06/11/2076]',-45.714,76.190,100.024,-16.410,-166.838,138.706,61.343,78.926,-64.860,48.059,13.675,-32.821,172.308,111.746,-2.735,-318.046,50.403,153.553,-99.243,13.284,328.987,81.270,-2.735
'[15:07:47.051 06/11/2076]',-59.389,95.336,107.839,-17.973,-135.189,132.454,49.231,76.190,-54.701,35.556,32.430,-14.847,201.221,116.825,-25.788,-294.603,51.575,150.037,-107.057,9.377,315.702,114.481,-25.788
'[15:07:47.055 06/11/2076]',-46.105,73.065,104.322,-15.629,-144.567,135.189,47.277,75.800,-45.324,31.258,39.072,6.642,143.004,187.155,-45.324,-253.578,57.045,149.255,-103.541,27.741,309.451,91.038,-45.324
'[15:07:47.059 06/11/2076]',-59.780,85.958,117.998,-17.192,-109.402,135.971,29.695,68.376,-52.747,62.125,28.913,0.781,172.308,157.851,-39.853,-251.624,65.641,144.567,-117.216,24.615,284.835,115.653,-39.853
'[15:07:47.063 06/11/2076]',-61.734,86.349,113.309,-17.973,-107.839,130.110,23.053,71.893,-67.204,51.575,44.151,13.675,227.009,125.031,-72.283,-238.339,65.641,138.706,-112.527,17.582,271.941,139.487,-72.283
'[15:07:47.066 06/11/2076]',-39.853,69.939,115.653,-14.066,-101.587,129.719,25.788,76.190,-57.827,46.105,50.403,42.589,173.089,171.526,-60.952,-201.612,75.800,137.534,-114.872,15.629,282.100,101.587,-60.952
'[15:07:47.070 06/11/2076]',-50.012,92.210,123.468,-21.880,-75.800,132.063,28.132,56.654,-48.449,82.051,41.026,41.416,219.585,125.812,-39.853,-189.109,87.521,135.580,-122.686,21.099,239.121,125.031,-39.853
'[15:07:47.074 06/11/2076]',-63.687,92.210,115.653,-15.629,-86.349,130.501,23.834,58.217,-85.177,90.647,69.158,46.105,235.995,225.055,-166.056,-172.698,91.038,131.673,-114.872,14.847,262.173,203.175,-166.056
'[15:07:47.078 06/11/2076]',-56.264,63.297,112.527,1.172,-97.680,129.719,21.490,66.032,-65.641,87.131,67.204,51.575,105.885,258.266,-46.496,-176.606,94.164,126.593,-111.746,16.410,237.167,127.375,-46.496
'[15:07:47.082 06/11/2076]',-57.045,57.827,111.746,1.954,-87.131,130.501,23.834,46.496,-76.190,117.216,81.270,55.873,136.361,230.525,-33.211,-155.116,106.667,133.626,-110.965,31.648,244.591,86.740,-33.211
'[15:07:47.086 06/11/2076]',-76.581,52.747,112.918,12.894,-81.661,121.514,22.662,38.291,-73.846,135.189,82.051,53.919,224.274,77.363,37.900,-141.832,113.309,134.799,-112.137,39.072,214.896,46.105,37.900
'[15:07:47.090 06/11/2076]',-63.687,41.026,115.263,14.066,-75.018,122.295,19.536,38.291,-55.092,105.885,91.819,64.469,209.426,165.275,-32.430,-134.408,114.481,126.203,-114.481,30.867,221.148,113.309,-32.430
'[15:07:47.094 06/11/2076]',-58.217,15.629,111.355,33.211,-79.316,107.057,21.099,51.575,-25.006,113.700,57.045,75.409,194.579,122.686,14.457,-110.574,113.309,114.090,-110.574,26.569,201.612,83.223,14.457
'[15:07:47.098 06/11/2076]',-76.972,30.476,127.375,35.556,-51.966,98.852,20.317,46.886,-46.105,147.302,64.469,75.409,231.697,129.328,-19.145,-99.634,123.858,113.309,-126.593,24.615,207.863,114.481,-19.145
'[15:07:47.102 06/11/2076]',-50.794,-10.159,123.858,51.966,-91.819,112.137,28.523,63.687,-38.681,123.858,63.687,101.587,108.620,278.193,-51.966,-82.833,123.858,104.322,-123.077,22.662,216.068,132.454,-51.966
'[15:07:47.105 06/11/2076]',-73.065,3.126,130.891,51.966,-62.125,78.144,26.569,68.376,-45.324,166.838,50.403,100.024,87.912,232.869,33.602,-81.661,128.938,101.587,-130.110,10.159,225.055,51.966,33.602
'[15:07:47.109 06/11/2076]',-56.654,5.861,137.143,32.039,-62.125,94.945,35.556,47.668,-54.701,189.499,63.297,85.958,83.223,233.651,47.277,-79.316,142.613,107.448,-136.361,21.880,204.347,27.741,47.277
'[15:07:47.113 06/11/2076]',-69.158,39.463,132.845,35.556,-38.291,104.713,24.615,46.105,-55.092,175.433,85.568,94.164,202.002,125.031,41.416,-68.376,147.302,105.495,-132.063,19.536,182.857,43.370,41.416
'[15:07:47.117 06/11/2076]',-69.939,57.827,127.375,36.337,-7.424,94.945,16.020,46.105,-9.377,148.864,73.455,101.587,134.408,169.963,56.654,-46.105,148.864,95.336,-126.593,17.192,134.799,53.138,56.654
'[15:07:47.121 06/11/2076]',-48.840,48.449,121.123,23.053,-7.424,102.369,16.020,30.867,-35.165,160.195,94.554,112.527,191.844,179.731,-17.582,-20.317,159.023,92.210,-120.342,33.211,144.176,64.469,-17.582
'[15:07:47.125 06/11/2076]',-37.509,55.873,115.263,38.681,1.954,115.653,5.861,47.277,-30.867,132.845,109.011,117.607,159.805,219.585,-32.430,-17.192,166.447,85.177,-114.481,23.053,108.620,113.700,-32.430
'[15:07:47.129 06/11/2076]',-43.370,29.695,105.495,41.026,-35.556,108.620,5.470,53.138,-52.357,144.176,110.183,113.309,102.369,279.365,-47.277,-19.145,170.354,80.879,-104.713,19.536,119.951,100.415,-47.277
'[15:07:47.133 06/11/2076]',-45.324,40.244,114.090,18.364,-7.814,104.322,3.126,26.178,-52.747,198.486,91.038,107.057,149.255,225.055,-22.662,-8.596,185.201,80.098,-113.309,17.582,119.951,71.111,-22.662
'[15:07:47.137 06/11/2076]',-26.960,45.324,109.011,17.582,1.954,110.183,8.987,22.271,-62.515,210.598,108.620,113.700,187.546,163.321,27.350,-8.205,197.314,83.614,-108.230,16.410,91.819,50.012,27.350
'[15:07:47.141 06/11/2076]',-42.979,51.575,105.495,17.582,-2.344,117.216,-10.940,26.960,-50.403,198.877,102.369,106.276,91.038,218.022,63.687,-15.629,198.095,69.939,-104.713,-2.735,93.382,17.582,63.687
'[15:07:47.145 06/11/2076]',-14.847,46.886,96.117,-0.781,3.126,127.766,-15.629,11.722,-50.794,235.995,93.773,84.005,76.972,243.419,67.985,-24.615,209.426,63.687,-95.336,-6.642,63.687,20.317,67.985
'[15:07:47.148 06/11/2076]',1.563,32.821,88.303,0.391,0.391,128.938,-11.331,4.689,-78.144,230.134,130.891,87.521,111.746,257.094,17.192,-14.847,216.459,65.250,-87.521,9.768,46.496,57.436,17.192
'[15:07:47.152 06/11/2076]',14.066,8.205,78.144,20.317,-13.284,127.375,-13.675,21.099,-107.448,229.353,149.255,107.839,75.018,234.042,46.496,23.443,221.929,63.687,-77.363,12.503,67.985,-29.304,46.496
'[15:07:47.156 06/11/2076]',12.503,16.410,79.316,6.252,-13.284,126.593,-10.549,11.722,-71.893,264.908,112.918,87.912,91.038,227.790,64.860,10.159,230.916,59.780,-78.535,1.954,24.615,14.066,64.860
'[15:07:47.160 06/11/2076]',-11.331,44.151,90.256,10.549,26.178,89.084,-4.298,21.099,-106.276,267.643,140.269,102.369,168.010,223.492,-5.861,18.364,234.823,61.734,-89.475,-13.284,55.482,75.018,-5.861
'[15:07:47.164 06/11/2076]',-3.516,41.807,87.131,20.708,17.973,91.038,1.954,33.211,-59.389,240.684,117.216,110.574,76.972,273.114,18.364,39.853,236.777,59.389,-86.349,-20.317,55.092,41.807,18.364
'[15:07:47.168 06/11/2076]',-2.735,46.886,84.786,9.768,15.238,89.475,3.907,28.913,-44.933,255.922,108.620,82.442,64.078,324.689,-6.252,19.536,239.902,51.575,-84.005,-30.085,29.695,101.197,-6.252
'[15:07:47.172 06/11/2076]',-1.563,33.602,73.455,14.847,7.033,80.879,-4.298,36.337,-71.111,246.154,127.375,77.753,110.183,259.829,-7.033,17.192,232.869,44.151,-72.674,-24.225,44.151,71.502,-7.033
'[15:07:47.176 06/11/2076]',22.271,24.225,68.376,-4.298,4.298,92.991,-4.298,17.582,-58.608,224.274,139.096,59.780,178.168,223.883,-55.092,18.364,226.227,40.244,-67.595,-6.252,59.780,55.482,-55.092
'[15:07:47.180 06/11/2076]',15.238,2.344,47.277,7.814,-8.596,78.535,-20.708,25.006,-28.132,198.486,103.150,40.635,51.184,273.504,-28.913,18.755,208.645,19.145,-46.496,-0.781,23.053,33.993,-28.913
'[15:07:47.184 06/11/2076]',11.331,0.781,42.589,-4.298,0.391,69.548,-29.304,9.768,-22.662,200.440,80.098,37.118,62.906,297.729,-89.866,24.615,200.440,2.344,-41.807,3.126,9.768,85.958,-89.866
'[15:07:47.188 06/11/2076]',10.549,-4.689,26.569,-15.238,0.391,57.436,-36.337,-3.516,-25.788,165.665,64.860,48.449,82.442,263.736,-161.368,69.158,186.374,-14.847,-25.788,12.894,1.563,82.442,-161.368
'[15:07:47.191 06/11/2076]',-0.391,-14.457,2.344,-13.284,-7.424,31.648,-48.059,-2.735,-37.509,158.242,49.621,36.728,16.801,243.810,-123.077,69.548,172.698,-39.072,-1.563,8.596,-20.708,25.397,-123.077
'[15:07:47.195 06/11/2076]',-3.907,-15.629,-6.252,-14.847,-10.549,22.662,-56.654,1.563,-52.747,155.116,43.370,31.258,64.078,137.534,-104.322,79.707,162.540,-55.092,7.033,-1.563,-42.979,-1.954,-104.322
'[15:07:47.199 06/11/2076]',3.126,-19.536,-21.490,-25.788,-10.159,11.722,-57.045,-8.987,-72.674,150.037,62.125,45.324,86.740,53.138,-63.687,109.792,156.679,-60.562,22.271,10.549,-31.258,-107.057,-63.687
'[15:07:47.203 06/11/2076]',6.642,-31.648,-30.476,-30.085,-8.596,-5.861,-55.092,-16.801,-23.443,147.692,25.006,37.900,28.132,85.958,-36.728,110.183,143.785,-69.548,31.258,16.410,-87.131,-83.614,-36.728
'[15:07:47.207 06/11/2076]',-8.987,-26.569,-36.728,-30.867,-12.112,-7.424,-74.628,-9.768,-7.814,104.713,16.801,31.648,-15.629,117.216,-67.204,112.137,126.593,-87.131,37.509,0.391,-70.720,-76.972,-67.204
'[15:07:47.211 06/11/2076]',-11.331,-27.741,-51.575,-39.072,-16.020,-16.020,-84.396,-13.675,-17.973,82.833,15.238,31.258,-23.834,143.785,-133.236,126.203,113.700,-96.508,52.357,-0.391,-104.322,-19.536,-133.236
'[15:07:47.215 06/11/2076]',-16.020,-32.430,-66.032,-39.853,-16.020,-26.569,-86.349,-25.788,-5.079,67.595,-7.033,23.053,2.344,143.394,-213.724,146.129,100.415,-105.495,66.813,5.470,-160.977,70.330,-213.724
'[15:07:47.219 06/11/2076]',-24.615,-41.416,-85.568,-20.317,-25.006,-41.026,-97.289,-9.768,-42.198,47.277,5.861,32.039,-3.907,24.225,-151.209,173.871,91.819,-114.872,86.349,5.470,-189.499,-15.629,-151.209
'[15:07:47.223 06/11/2076]',-17.192,-36.337,-87.131,-41.416,-17.973,-41.026,-96.508,-26.569,-67.595,64.469,17.192,5.470,10.549,-23.443,-124.249,157.851,96.899,-117.607,87.912,-3.516,-218.803,-26.960,-124.249
'[15:07:47.227 06/11/2076]',-20.708,-43.370,-102.369,-43.761,-19.145,-55.873,-103.150,-32.821,-42.979,66.422,-23.443,-23.053,-93.773,-35.165,-38.681,144.567,92.601,-131.282,103.150,-12.503,-270.379,-82.833,-38.681
'[15:07:47.230 06/11/2076]',-23.443,-50.403,-110.183,-46.496,-16.801,-63.687,-104.713,-46.496,-55.482,62.515,-21.099,-53.529,-114.872,-91.429,-7.033,146.129,94.554,-137.143,110.965,-12.503,-282.491,-143.004,-7.033
'[15:07:47.234 06/11/2076]',-16.410,-46.496,-113.700,-69.158,-1.172,-57.045,-109.792,-78.535,-29.695,48.840,-34.383,-87.521,-185.592,-37.900,-24.615,144.957,94.945,-147.692,114.481,-16.020,-316.874,-130.110,-24.615
'[15:07:47.238 06/11/2076]',-8.596,-52.357,-130.501,-69.548,7.424,-52.747,-123.468,-94.164,-21.099,62.515,-63.297,-94.554,-176.606,-39.072,-86.349,184.811,92.601,-156.288,131.282,-7.814,-386.813,-67.595,-86.349
'[15:07:47.242 06/11/2076]',-5.470,-62.906,-141.050,-59.780,9.377,-54.701,-128.938,-96.117,-23.443,39.463,-62.125,-94.554,-214.896,-50.403,-102.369,226.227,87.521,-158.242,141.832,-0.781,-417.289,-89.866,-102.369
'[15:07:47.246 06/11/2076]',-1.172,-58.217,-144.567,-59.780,15.629,-48.840,-130.891,-101.197,-33.602,43.761,-48.449,-103.541,-238.339,-78.144,-50.403,224.274,89.084,-153.162,145.348,-4.689,-459.878,-105.495,-50.403
'[15:07:47.250 06/11/2076]',0.781,-60.562,-146.520,-61.343,21.099,-50.794,-131.282,-108.230,-28.913,37.509,-49.231,-90.647,-256.313,-46.496,-84.005,255.531,85.568,-150.818,147.302,-3.126,-489.573,-64.860,-84.005
'[15:07:47.254 06/11/2076]',-2.344,-67.204,-147.692,-49.231,24.615,-58.217,-130.891,-103.150,-32.039,17.582,-50.794,-71.893,-279.756,-189.499,37.118,293.822,78.535,-151.209,148.474,-0.781,-496.606,-203.175,37.118
'[15:07:47.258 06/11/2076]',-2.344,-59.389,-142.613,-51.184,34.383,-55.092,-128.938,-107.057,-29.304,38.681,-45.714,-93.382,-318.828,-197.314,116.435,268.425,80.488,-151.209,143.394,-13.284,-527.863,-214.115,116.435
'[15:07:47.262 06/11/2076]',-0.781,-53.919,-139.096,-51.575,41.026,-51.184,-130.891,-105.495,-35.165,24.225,-39.072,-84.396,-279.756,-217.241,77.363,284.444,80.488,-154.335,139.878,-17.973,-528.645,-185.201,77.363
'[15:07:47.266 06/11/2076]',0.781,-57.045,-137.143,-42.198,50.012,-49.621,-127.766,-109.792,-19.536,19.927,-51.184,-57.436,-259.048,-236.777,48.840,337.192,83.223,-153.162,137.924,-8.987,-550.134,-163.321,48.840
'[15:07:47.270 06/11/2076]',3.126,-53.138,-130.501,-37.900,60.171,-43.370,-119.560,-117.216,-23.443,34.774,-31.258,-42.589,-274.676,-200.830,71.111,341.490,94.945,-149.255,131.282,-6.642,-558.730,-151.990,71.111
'[15:07:47.273 06/11/2076]',3.516,-44.542,-122.295,-40.635,71.502,-36.728,-121.905,-118.388,-16.801,23.834,-14.066,-32.039,-261.001,-194.579,65.250,350.867,96.508,-153.944,123.077,-17.582,-541.148,-149.646,65.250
'[15:07:47.277 06/11/2076]',3.907,-44.151,-114.481,-36.337,88.694,-37.118,-124.640,-118.779,22.662,32.039,-40.635,-27.350,-332.894,-144.567,94.554,370.012,94.164,-162.930,115.263,-28.913,-545.836,-158.632,94.554
'[15:07:47.281 06/11/2076]',3.516,-41.026,-110.183,-24.225,104.713,-44.151,-114.481,-119.170,21.490,48.059,-26.960,-28.132,-360.244,-180.904,190.281,364.933,93.382,-165.665,110.965,-35.165,-533.724,-228.181,190.281
'[15:07:47.285 06/11/2076]',1.172,-38.681,-98.852,-16.801,119.170,-44.933,-112.918,-115.263,31.648,74.628,-42.589,-35.556,-351.648,-137.924,149.646,369.231,91.038,-172.698,99.634,-44.542,-539.194,-157.851,149.646
'[15:07:47.289 06/11/2076]',-5.079,-37.900,-93.382,-7.424,130.891,-55.482,-118.779,-101.978,65.641,37.509,-55.873,-25.006,-360.244,-113.700,126.984,369.621,81.270,-188.327,94.164,-62.906,-514.579,-125.421,126.984
'[15:07:47.293 06/11/2076]',-5.470,-36.337,-86.740,-7.424,145.739,-60.952,-110.183,-112.527,82.833,65.250,-75.018,-42.198,-360.244,-121.514,154.335,358.291,80.098,-194.969,87.521,-65.641,-521.612,-113.309,154.335
'[15:07:47.297 06/11/2076]',0.391,-32.430,-82.833,-16.020,166.056,-57.436,-107.839,-133.236,95.726,62.125,-65.641,-60.171,-358.681,-60.952,103.932,347.350,75.409,-197.705,83.614,-57.436,-507.937,-69.548,103.932
'[15:07:47.301 06/11/2076]',7.033,-34.774,-80.098,-16.410,188.327,-60.562,-111.746,-140.269,117.998,51.966,-65.641,-60.952,-355.165,-71.893,114.090,356.337,62.515,-204.737,80.879,-55.092,-493.480,-85.958,114.090
'[15:07:47.305 06/11/2076]',7.033,-46.886,-78.535,-0.391,205.910,-74.237,-111.746,-139.487,120.342,58.217,-71.502,-66.032,-344.225,-170.354,201.221,354.383,48.449,-208.645,79.316,-48.840,-488.010,-146.911,201.221
'[15:07:47.309 06/11/2076]',3.126,-53.529,-73.065,0.000,220.757,-87.131,-109.792,-148.864,126.984,30.085,-67.985,-84.005,-350.476,-113.309,127.766,341.099,27.741,-209.035,73.846,-42.979,-445.421,-101.978,127.766
'[15:07:47.313 06/11/2076]',-13.675,-69.158,-70.330,16.801,223.492,-107.839,-115.653,-137.143,136.752,-12.894,-70.330,-91.819,-284.444,-237.167,162.930,319.219,2.344,-216.068,71.111,-45.324,-398.926,-141.441,162.930
'[15:07:47.316 06/11/2076]',-25.006,-85.177,-61.734,27.350,230.916,-127.766,-113.309,-134.799,164.884,-30.867,-96.508,-87.912,-301.245,-271.160,209.426,312.967,-17.973,-218.803,62.515,-39.853,-385.641,-155.507,209.426
'[15:07:47.320 06/11/2076]',-32.430,-99.634,-52.357,26.178,236.386,-143.004,-107.448,-144.567,191.062,-51.966,-114.481,-95.336,-318.046,-246.935,185.592,306.716,-42.198,-218.022,53.138,-27.741,-378.999,-117.998,185.592
'[15:07:47.324 06/11/2076]',-50.012,-108.230,-46.886,28.132,228.962,-159.805,-107.448,-138.706,178.950,-90.647,-107.839,-104.322,-295.775,-253.968,141.832,282.491,-74.237,-219.976,47.668,-28.913,-321.172,-107.057,141.832
'[15:07:47.328 06/11/2076]',-67.985,-115.653,-34.774,40.244,216.850,-176.996,-105.885,-112.137,155.897,-95.726,-113.700,-101.197,-314.139,-235.604,123.858,270.769,-99.243,-216.068,35.556,-35.165,-283.663,-95.336,123.858
'[15:07:47.332 06/11/2076]',-78.535,-121.123,-27.741,40.244,210.598,-192.625,-92.991,-112.918,176.215,-150.427,-117.607,-98.852,-284.835,-255.140,79.316,269.206,-128.547,-205.519,28.523,-18.364,-264.127,-64.078,79.316
'[15:07:47.336 06/11/2076]',-93.773,-120.733,-25.788,34.383,196.532,-204.737,-84.396,-113.309,164.493,-184.811,-109.011,-98.852,-233.260,-261.392,3.126,262.564,-154.335,-195.360,26.569,-6.642,-210.989,-42.589,3.126
'[15:07:47.340 06/11/2076]',-115.263,-123.077,-26.178,47.277,173.089,-217.631,-90.256,-84.005,158.632,-206.300,-123.858,-92.601,-253.578,-359.072,107.057,241.074,-178.559,-192.234,26.960,-13.675,-176.606,-142.613,107.057
'[15:07:47.344 06/11/2076]',-129.328,-119.170,-24.225,40.244,158.242,-227.399,-83.614,-80.879,185.592,-228.962,-148.864,-103.932,-282.491,-333.675,107.448,210.208,-198.486,-187.937,25.006,-16.020,-172.308,-109.402,107.448
'[15:07:47.348 06/11/2076]',-151.209,-123.858,-33.993,54.310,128.156,-239.902,-77.753,-65.641,162.149,-240.293,-159.414,-100.024,-282.100,-315.311,50.012,208.645,-216.459,-180.513,34.774,-9.377,-128.156,-99.634,50.012
'[15:07:47.352 06/11/2076]',-166.447,-128.938,-32.821,57.045,98.071,-246.935,-67.985,-54.701,134.799,-261.001,-157.460,-86.349,-249.280,-326.252,7.814,196.532,-234.042,-174.261,33.602,-10.159,-57.045,-111.355,7.814
'[15:07:47.355 06/11/2076]',-180.513,-126.984,-33.993,64.078,70.330,-246.154,-63.297,-38.681,122.295,-271.941,-159.414,-79.316,-264.518,-212.943,-84.005,172.308,-244.982,-164.493,34.774,-13.284,-53.919,8.596,-84.005
'[15:07:47.359 06/11/2076]',-185.983,-123.077,-41.807,62.906,48.840,-237.558,-55.482,-43.761,132.454,-292.259,-165.665,-83.614,-245.763,-276.239,-50.794,163.321,-256.313,-150.818,42.589,0.000,-36.337,-47.668,-50.794
'[15:07:47.363 06/11/2076]',-186.374,-117.998,-48.840,51.184,29.695,-221.148,-52.357,-58.217,117.607,-294.212,-156.288,-88.303,-251.624,-297.338,-10.549,137.924,-264.518,-135.580,49.621,16.410,-41.026,-81.270,-10.549
