'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[03:01:46.266 07/11/2076]',-46.496,-110.965,-127.375,-2.735,-127.375,-67.595,-7.814,-84.396,-45.714,-7.814,-22.662,-12.503,-34.774,-9.377,-122.686,77.753,-3.907,-124.249,128.156,78.144,-136.361,-14.847,-122.686
'[03:01:46.270 07/11/2076]',-46.496,-110.965,-132.454,-7.033,-124.249,-65.641,-7.814,-98.462,-32.039,-30.085,-38.681,0.391,-19.536,-58.608,-114.090,92.210,-1.172,-143.004,133.236,67.985,-136.752,-42.979,-114.090
'[03:01:46.273 07/11/2076]',-42.589,-105.104,-116.825,-8.205,-114.090,-53.529,3.907,-109.402,-32.821,-1.954,-19.145,-9.768,-13.675,-36.337,-120.342,106.667,17.582,-137.924,117.607,69.158,-160.586,-8.596,-120.342
'[03:01:46.277 07/11/2076]',-41.026,-109.792,-105.104,-1.563,-109.402,-50.794,9.768,-107.057,-21.880,-30.476,-5.079,-26.569,-33.993,-49.621,-115.653,113.700,21.490,-163.712,105.885,70.330,-169.182,-22.271,-115.653
'[03:01:46.281 07/11/2076]',-40.244,-105.885,-100.806,3.126,-103.932,-44.933,13.675,-108.620,-20.317,-32.821,-13.284,-2.344,-70.330,-34.774,-76.190,112.137,28.523,-167.619,101.587,59.389,-171.917,-39.072,-76.190
'[03:01:46.285 07/11/2076]',-34.383,-96.899,-89.866,3.516,-91.038,-36.337,20.317,-109.792,-17.192,-21.490,-22.662,7.033,-102.369,15.629,-86.740,117.607,44.151,-180.122,90.647,50.794,-194.969,-1.954,-86.740
'[03:01:46.289 07/11/2076]',-35.165,-102.759,-87.131,17.192,-91.819,-37.509,25.397,-103.541,-29.695,-30.867,-8.987,-12.503,-78.926,-15.238,-118.388,128.156,50.794,-216.068,87.912,54.701,-168.010,-24.225,-118.388
'[03:01:46.293 07/11/2076]',-41.416,-94.554,-75.018,11.722,-89.084,-28.132,35.165,-116.825,-29.695,-4.298,-6.642,8.596,-76.972,-100.806,0.391,144.957,58.608,-180.513,75.800,41.416,-170.354,-96.508,0.391
'[03:01:46.297 07/11/2076]',-41.416,-80.098,-68.376,-3.907,-76.581,-13.284,37.118,-141.832,-1.172,-2.735,-36.728,20.708,-99.634,-33.211,-45.324,158.242,64.469,-192.625,69.158,41.416,-188.718,-47.668,-45.324
'[03:01:46.301 07/11/2076]',-37.900,-82.051,-61.734,0.391,-65.641,-7.424,35.556,-144.176,15.238,-5.470,-50.012,24.615,-113.700,-73.455,3.516,168.791,58.999,-199.267,62.515,34.774,-210.208,-62.515,3.516
'[03:01:46.305 07/11/2076]',-42.979,-63.687,-56.654,-11.331,-57.436,3.126,37.900,-159.023,24.225,-8.596,-55.092,33.993,-117.998,-117.998,46.105,184.420,50.403,-191.062,57.436,28.132,-190.281,-121.905,46.105
'[03:01:46.309 07/11/2076]',-32.039,-54.701,-51.966,-26.569,-41.026,10.549,38.681,-176.606,53.919,-24.615,-70.720,34.383,-136.752,-39.072,-25.006,194.579,44.542,-203.175,52.747,20.708,-175.824,-76.190,-25.006
'[03:01:46.313 07/11/2076]',-25.397,-48.840,-54.701,-26.960,-29.304,14.847,37.900,-181.685,56.654,-31.648,-85.177,24.225,-108.230,-58.608,-76.972,208.645,35.165,-219.585,55.482,19.927,-165.665,-53.138,-76.972
'[03:01:46.316 07/11/2076]',-27.350,-42.198,-54.310,-27.741,-19.536,16.410,37.118,-188.327,66.422,-35.556,-96.508,32.039,-28.913,-157.070,-63.297,215.678,20.708,-205.128,55.092,7.814,-147.692,-51.575,-63.297
'[03:01:46.320 07/11/2076]',-28.132,-34.383,-55.482,-37.118,-8.987,18.364,34.383,-201.221,104.713,-49.231,-125.421,43.370,-76.190,-112.918,-46.886,210.598,7.424,-194.188,56.264,-3.516,-141.441,-35.165,-46.886
'[03:01:46.324 07/11/2076]',-22.271,-22.662,-63.687,-35.165,3.126,23.443,32.430,-206.300,111.355,-50.012,-129.719,44.542,-30.476,-155.507,-48.840,211.770,1.954,-192.625,64.469,-5.861,-132.063,-23.834,-48.840
'[03:01:46.328 07/11/2076]',-20.317,-21.099,-60.952,-28.132,11.722,21.880,31.258,-198.877,131.282,-59.389,-134.408,40.635,-28.132,-138.315,-64.078,209.035,-7.033,-191.453,61.734,-6.642,-101.197,-18.755,-64.078
'[03:01:46.332 07/11/2076]',-21.490,-10.940,-65.250,-39.072,20.708,24.615,26.960,-212.943,151.990,-79.707,-157.460,51.575,-43.761,-71.502,-121.514,204.347,-21.099,-174.652,66.032,-16.410,-52.747,14.847,-121.514
'[03:01:46.336 07/11/2076]',-19.145,-1.954,-72.674,-43.761,30.476,26.569,20.708,-219.976,152.772,-93.382,-173.871,60.952,-11.722,-17.582,-227.399,202.784,-30.476,-173.089,73.455,-20.708,-8.205,75.800,-227.399
'[03:01:46.340 07/11/2076]',-11.722,-16.020,-80.098,-37.509,36.337,20.317,15.238,-221.148,160.977,-96.899,-175.824,43.370,13.675,-25.006,-252.796,195.360,-34.774,-196.142,80.879,-15.629,16.410,89.475,-252.796
'[03:01:46.344 07/11/2076]',-12.112,-14.847,-88.303,-38.291,42.589,21.490,10.549,-232.479,163.321,-94.164,-168.400,37.900,1.563,-104.322,-138.706,179.341,-39.072,-193.407,89.084,-19.927,38.681,5.079,-138.706
'[03:01:46.348 07/11/2076]',-11.722,-1.563,-91.429,-47.277,46.496,30.476,9.377,-242.247,161.758,-73.846,-179.731,60.562,-4.298,-59.780,-138.315,172.308,-39.463,-177.387,92.210,-33.211,63.297,32.039,-138.315
'[03:01:46.352 07/11/2076]',-17.582,3.126,-102.759,-39.853,40.244,27.741,6.642,-234.042,162.930,-82.442,-200.049,78.535,17.973,-82.051,-145.348,168.400,-46.886,-188.718,103.541,-42.979,75.018,52.357,-145.348
'[03:01:46.355 07/11/2076]',-18.364,12.894,-96.117,-46.105,38.291,34.383,14.457,-237.558,168.010,-81.661,-178.950,58.217,-12.112,-38.291,-137.143,153.553,-44.542,-173.089,96.899,-42.198,96.508,53.919,-137.143
'[03:01:46.359 07/11/2076]',-18.364,21.099,-94.945,-54.310,30.867,40.635,19.145,-240.293,156.679,-85.568,-157.851,41.026,83.614,-43.761,-220.757,135.971,-46.496,-166.056,95.726,-31.258,126.203,108.230,-220.757
'[03:01:46.363 07/11/2076]',-11.722,17.192,-102.759,-46.105,25.006,41.416,12.503,-225.055,159.805,-117.998,-160.586,36.337,75.409,-34.774,-243.810,119.560,-56.654,-184.029,103.541,-22.662,135.971,106.276,-243.810
'[03:01:46.367 07/11/2076]',-11.722,11.722,-104.322,-40.635,12.503,44.933,12.894,-218.022,146.520,-109.792,-157.070,32.430,78.144,-78.926,-187.155,99.243,-58.608,-192.234,105.104,-22.662,170.745,49.231,-187.155
'[03:01:46.371 07/11/2076]',-9.377,23.443,-101.587,-52.357,5.079,55.482,16.020,-218.803,141.441,-105.495,-162.540,32.430,112.137,-82.051,-207.863,83.614,-60.952,-187.546,102.369,-20.317,184.811,64.078,-207.863
'[03:01:46.375 07/11/2076]',-7.814,27.741,-105.495,-45.714,-5.470,60.171,16.801,-203.956,134.408,-117.607,-168.791,39.072,91.038,-50.403,-228.571,73.846,-66.422,-182.857,106.276,-19.927,181.294,94.554,-228.571
'[03:01:46.379 07/11/2076]',-16.801,18.755,-105.495,-29.695,-25.397,56.264,15.629,-181.294,123.468,-130.501,-169.963,37.118,144.176,-142.222,-201.221,58.608,-72.674,-187.546,106.276,-14.457,209.035,57.827,-201.221
'[03:01:46.383 07/11/2076]',-20.317,24.225,-98.852,-36.728,-32.039,60.952,19.927,-182.857,131.673,-131.673,-177.778,33.211,110.183,-84.786,-209.817,38.681,-75.800,-197.314,99.634,-7.033,214.115,84.005,-209.817
'[03:01:46.387 07/11/2076]',-26.569,23.834,-99.243,-32.039,-44.542,56.654,18.364,-166.447,121.905,-144.567,-188.718,42.198,91.429,-61.343,-219.194,19.536,-82.051,-213.333,100.024,-3.907,232.479,84.396,-219.194
'[03:01:46.391 07/11/2076]',-27.741,13.284,-99.634,-16.020,-56.264,50.403,17.192,-143.785,102.759,-143.394,-181.294,39.853,89.866,-92.991,-178.950,0.391,-79.316,-224.664,100.415,10.940,248.107,42.979,-178.950
'[03:01:46.395 07/11/2076]',-22.662,16.410,-95.726,-18.364,-60.562,51.184,19.145,-132.845,89.475,-141.832,-164.493,24.225,99.634,-76.190,-194.579,-22.271,-74.237,-235.604,96.508,25.006,252.405,51.966,-194.579
'[03:01:46.398 07/11/2076]',-21.490,21.099,-92.601,-21.880,-66.032,50.794,16.410,-117.607,73.846,-150.818,-172.308,26.960,123.468,0.000,-305.543,-39.853,-76.581,-252.015,93.382,26.569,272.332,126.593,-305.543
'[03:01:46.402 07/11/2076]',-27.350,18.755,-94.164,-6.642,-75.409,44.542,11.331,-91.819,39.853,-145.348,-171.917,44.542,144.957,-28.523,-280.928,-68.767,-77.753,-264.908,94.945,23.053,287.961,121.123,-280.928
'[03:01:46.406 07/11/2076]',-28.132,18.755,-86.740,-2.344,-79.316,43.370,14.066,-79.316,30.085,-139.878,-150.818,23.834,168.791,-54.310,-266.862,-84.005,-71.111,-263.736,87.521,33.211,301.636,90.647,-266.862
'[03:01:46.410 07/11/2076]',-25.397,21.490,-74.628,-8.987,-76.972,44.151,21.099,-77.753,26.569,-134.799,-143.004,1.954,161.758,41.026,-352.821,-98.852,-65.641,-263.346,75.409,37.118,326.252,138.706,-352.821
'[03:01:46.414 07/11/2076]',-38.291,21.099,-71.111,14.457,-85.958,43.370,19.145,-51.966,13.284,-108.230,-163.712,63.687,85.568,-62.515,-118.388,-98.462,-63.687,-266.862,71.893,22.662,312.576,-1.563,-118.388
'[03:01:46.418 07/11/2076]',-35.946,21.099,-60.952,14.457,-79.316,46.886,26.178,-56.654,44.151,-107.057,-172.308,66.422,92.991,-47.668,-110.183,-103.150,-55.482,-257.875,61.734,19.927,308.669,25.788,-110.183
'[03:01:46.422 07/11/2076]',-37.509,29.304,-51.966,14.457,-74.237,57.436,31.648,-62.125,54.310,-118.388,-150.037,38.291,114.872,-45.714,-133.626,-110.574,-50.012,-250.842,52.747,24.615,327.424,23.443,-133.626
'[03:01:46.426 07/11/2076]',-32.430,18.364,-42.198,21.880,-65.250,60.562,30.085,-60.562,58.999,-119.560,-133.626,40.635,137.534,-77.363,-84.786,-128.938,-48.840,-246.545,42.979,18.755,313.358,33.211,-84.786
'[03:01:46.430 07/11/2076]',-27.350,17.973,-36.337,26.178,-61.343,63.297,32.039,-56.264,46.105,-114.090,-121.905,29.304,162.540,-79.707,-106.667,-135.971,-44.151,-239.902,37.118,23.834,314.530,36.728,-106.667
'[03:01:46.434 07/11/2076]',-26.569,23.443,-23.443,23.053,-54.310,67.595,36.728,-54.310,44.933,-102.369,-114.872,18.755,182.857,-67.985,-124.249,-143.394,-41.807,-234.432,24.225,20.708,300.855,65.250,-124.249
'[03:01:46.438 07/11/2076]',-23.834,33.993,-20.317,25.006,-49.231,68.376,39.853,-46.105,32.430,-78.535,-107.448,33.211,142.222,-0.391,-116.435,-144.957,-35.165,-227.399,21.099,14.457,273.114,94.164,-116.435
'[03:01:46.441 07/11/2076]',-17.973,34.383,-21.490,30.476,-48.449,67.204,42.979,-38.291,15.629,-67.595,-84.786,38.681,134.799,3.126,-88.303,-147.302,-25.397,-215.287,22.271,18.755,263.736,70.720,-88.303
'[03:01:46.445 07/11/2076]',-11.722,33.602,-14.066,30.476,-40.244,66.422,49.231,-37.900,14.457,-68.767,-58.999,23.443,171.136,1.172,-109.792,-151.209,-17.582,-203.565,14.847,24.615,272.332,73.065,-109.792
'[03:01:46.449 07/11/2076]',-5.470,35.556,-14.457,27.350,-32.821,62.515,51.966,-39.853,1.172,-62.906,-41.807,19.145,169.573,101.587,-195.751,-159.414,-14.457,-198.095,15.238,21.099,281.709,143.785,-195.751
'[03:01:46.453 07/11/2076]',0.000,26.178,-19.927,27.741,-33.211,52.357,51.575,-37.900,-41.026,-53.138,-19.927,27.741,146.520,98.071,-170.354,-160.977,-12.894,-187.937,20.708,19.536,312.967,67.985,-170.354
'[03:01:46.457 07/11/2076]',9.377,31.648,-6.642,25.397,-21.099,55.873,65.641,-40.244,-34.383,-13.284,-12.112,10.940,191.844,64.860,-147.302,-159.023,2.344,-167.619,7.424,24.225,280.928,74.628,-147.302
'[03:01:46.461 07/11/2076]',14.457,29.695,-5.470,29.304,-17.973,55.092,69.548,-38.291,-51.184,-3.126,15.629,-7.424,218.803,70.330,-173.089,-162.149,11.722,-151.990,6.252,29.304,263.346,101.587,-173.089
'[03:01:46.465 07/11/2076]',17.973,46.105,-8.987,26.960,-10.940,64.078,73.065,-44.151,-48.449,21.099,19.145,19.536,99.634,127.375,-62.125,-151.990,19.927,-139.878,9.768,19.536,214.896,64.860,-62.125
'[03:01:46.469 07/11/2076]',12.503,49.621,-5.861,37.118,-12.894,63.687,77.363,-34.774,-36.337,5.079,14.066,33.602,250.061,-62.515,-21.099,-149.255,23.053,-132.063,6.642,10.159,201.612,51.575,-21.099
'[03:01:46.473 07/11/2076]',16.020,33.993,-0.781,37.118,-8.205,57.045,80.879,-42.589,-14.457,-14.066,31.648,14.457,183.639,2.735,-13.675,-154.335,23.834,-123.468,1.563,12.112,203.956,62.906,-13.675
'[03:01:46.477 07/11/2076]',17.582,33.211,-5.079,38.681,-7.033,50.794,85.177,-44.542,-21.880,13.284,39.853,10.940,142.222,25.006,20.317,-144.957,32.430,-121.123,5.861,8.987,198.095,38.291,20.317
'[03:01:46.480 07/11/2076]',19.145,26.960,1.954,34.774,-3.126,45.324,84.005,-41.416,-20.317,15.238,21.880,25.788,160.586,28.132,-3.516,-141.832,34.774,-125.812,-1.172,0.781,202.393,57.436,-3.516
'[03:01:46.484 07/11/2076]',22.662,22.662,0.000,32.039,5.079,41.026,80.879,-49.231,-20.317,25.006,19.536,20.708,144.176,67.985,-25.397,-141.832,41.416,-129.328,0.781,2.344,188.327,84.005,-25.397
'[03:01:46.488 07/11/2076]',30.476,27.741,-5.470,23.053,16.410,43.761,72.674,-57.436,-22.662,32.821,38.291,1.954,125.421,69.939,-6.642,-137.534,46.496,-134.408,6.252,9.377,151.990,68.767,-6.642
'[03:01:46.492 07/11/2076]',35.946,29.304,-6.642,17.973,27.350,44.542,67.204,-61.734,-19.927,26.960,47.277,-2.344,125.421,56.654,5.470,-136.361,48.840,-142.613,7.424,11.331,130.501,60.562,5.470
'[03:01:46.496 07/11/2076]',43.761,23.834,-12.112,17.192,35.556,43.761,60.952,-67.985,-15.629,18.364,58.999,-13.675,134.017,46.496,-2.735,-129.328,53.919,-149.646,12.894,19.927,105.104,62.515,-2.735
'[03:01:46.500 07/11/2076]',47.668,22.271,-17.582,14.066,41.026,44.151,54.701,-74.628,-15.629,24.615,69.158,-20.317,116.435,47.277,13.675,-120.733,57.045,-155.116,18.364,20.708,75.800,55.873,13.675
'[03:01:46.504 07/11/2076]',50.012,25.006,-21.099,11.722,51.575,44.151,50.403,-80.879,-10.940,30.476,64.078,-14.066,85.568,83.614,10.549,-110.574,62.515,-162.149,21.880,11.722,64.860,60.562,10.549
'[03:01:46.508 07/11/2076]',57.827,23.053,-25.788,18.364,64.860,43.761,46.886,-82.442,-0.781,26.569,68.376,-18.364,92.601,88.303,-7.814,-96.899,70.720,-163.712,26.569,11.331,17.973,99.634,-7.814
'[03:01:46.512 07/11/2076]',59.389,18.755,-27.350,26.960,75.409,41.807,44.151,-83.614,-9.377,29.304,95.336,-29.695,147.692,-25.006,57.436,-94.554,75.409,-163.321,28.132,13.284,-0.391,43.761,57.436
'[03:01:46.516 07/11/2076]',58.608,18.364,-29.695,29.695,90.256,37.118,39.072,-89.866,8.205,15.238,82.051,-26.178,70.720,22.271,64.860,-77.753,71.502,-175.824,30.476,3.907,-18.755,39.853,64.860
'[03:01:46.520 07/11/2076]',58.217,21.099,-29.695,30.476,103.150,35.946,39.463,-98.462,15.629,17.582,75.018,-14.457,53.919,29.304,75.800,-64.078,72.283,-183.248,30.476,-4.298,-51.184,60.171,75.800
'[03:01:46.523 07/11/2076]',61.343,9.377,-29.695,37.900,111.746,28.523,38.291,-99.634,7.033,3.907,103.150,-30.867,69.158,-36.728,104.713,-52.747,73.065,-182.466,30.476,3.907,-40.244,-5.861,104.713
'[03:01:46.527 07/11/2076]',66.032,3.516,-26.178,37.118,126.984,24.615,37.118,-108.620,25.397,11.722,92.601,-43.761,17.582,-42.979,144.176,-31.648,71.893,-189.499,26.960,2.735,-68.767,-27.741,144.176
'[03:01:46.531 07/11/2076]',61.734,4.298,-32.821,39.853,132.063,19.536,32.430,-111.746,39.463,7.814,63.687,-26.960,17.192,-27.741,111.746,-15.629,67.985,-204.737,33.602,-13.675,-62.906,-3.516,111.746
'[03:01:46.535 07/11/2076]',53.919,0.391,-35.556,42.198,132.454,9.768,30.476,-112.137,35.946,-5.470,52.747,-15.238,17.973,-20.708,75.800,-4.689,62.515,-213.724,36.337,-26.960,-53.138,20.708,75.800
'[03:01:46.539 07/11/2076]',52.747,0.000,-32.430,35.556,133.626,0.391,38.291,-117.216,21.880,-19.145,78.926,-34.383,7.424,24.615,8.987,5.079,62.515,-213.724,33.211,-23.834,-48.840,51.966,8.987
'[03:01:46.543 07/11/2076]',46.496,5.079,-35.165,34.774,128.156,-5.861,44.151,-115.263,4.689,-29.304,97.680,-35.556,-30.476,113.700,-63.687,16.801,63.297,-216.459,35.946,-28.913,-39.463,87.912,-63.687
'[03:01:46.547 07/11/2076]',44.151,13.675,-31.648,34.774,129.328,-0.391,46.105,-114.090,-11.331,-20.708,101.978,-8.596,-12.112,27.350,21.880,22.271,67.595,-212.943,32.430,-35.165,-60.562,40.244,21.880
'[03:01:46.551 07/11/2076]',52.357,19.927,-29.304,31.258,137.534,4.298,47.277,-115.653,-7.424,-35.165,105.104,-7.424,-53.138,-19.536,89.084,37.900,69.158,-212.552,30.085,-30.867,-87.131,-32.821,89.084
'[03:01:46.555 07/11/2076]',50.012,20.317,-22.662,32.039,135.189,9.768,48.840,-114.872,-13.675,1.954,86.349,0.391,-50.012,-155.507,221.929,59.780,75.018,-218.413,23.443,-37.509,-95.726,-159.023,221.929
'[03:01:46.559 07/11/2076]',51.184,26.960,-14.457,23.834,141.832,18.755,49.621,-122.686,21.880,-11.331,54.310,3.907,-54.701,-142.222,182.857,83.614,78.926,-230.134,15.238,-48.059,-109.011,-121.123,182.857
'[03:01:46.563 07/11/2076]',50.794,20.708,-17.192,23.443,136.752,12.894,47.668,-119.951,14.066,-49.621,48.449,-1.172,-68.767,-148.474,125.421,103.150,71.893,-245.372,17.973,-37.118,-135.189,-98.071,125.421
'[03:01:46.566 07/11/2076]',48.840,20.708,-9.768,11.722,132.845,10.940,50.403,-123.077,-14.457,-45.324,48.840,3.516,-53.919,-146.520,72.283,118.779,71.893,-257.485,10.549,-35.946,-152.772,-60.952,72.283
'[03:01:46.570 07/11/2076]',39.853,35.165,-19.145,13.675,126.984,8.205,46.496,-112.527,-12.112,-57.436,24.615,22.271,-68.767,-94.554,-0.391,140.659,68.376,-267.643,19.927,-55.873,-168.010,6.642,-0.391
'[03:01:46.574 07/11/2076]',41.416,34.774,-22.271,9.768,119.560,5.079,46.496,-108.230,-40.635,-63.297,44.151,34.774,-78.535,-195.751,82.833,165.275,71.111,-268.816,23.053,-55.482,-192.234,-88.694,82.833
'[03:01:46.578 07/11/2076]',43.370,36.337,-20.708,3.907,116.825,5.079,46.496,-106.667,-61.734,-67.985,66.032,30.867,-58.999,-241.856,93.773,173.089,75.409,-270.379,21.490,-58.999,-203.175,-112.137,93.773
'[03:01:46.582 07/11/2076]',33.602,43.370,-26.569,-2.735,105.885,4.689,39.072,-102.759,-66.032,-55.873,39.853,56.654,-130.110,-186.374,85.958,205.128,73.455,-291.477,27.350,-73.846,-210.598,-119.170,85.958
'[03:01:46.586 07/11/2076]',32.430,46.105,-22.662,-17.582,101.197,6.252,34.774,-105.104,-105.104,-53.529,39.072,75.409,-121.123,-202.784,58.217,220.366,73.065,-305.934,23.443,-75.800,-223.883,-111.746,58.217
'[03:01:46.590 07/11/2076]',31.258,38.681,-23.053,-21.099,91.038,3.907,29.304,-101.197,-141.050,-35.165,47.668,66.422,-70.720,-272.723,54.310,227.009,76.581,-316.093,23.834,-59.780,-230.916,-137.924,54.310
'[03:01:46.594 07/11/2076]',24.615,38.291,-15.238,-31.258,80.098,3.907,28.132,-97.680,-151.600,-21.099,37.118,72.674,-149.646,-217.241,55.873,247.326,74.237,-333.284,16.020,-56.654,-249.670,-145.739,55.873
'[03:01:46.598 07/11/2076]',18.364,36.728,-16.801,-33.211,66.813,-0.781,22.662,-85.568,-178.168,-4.298,9.377,104.713,-179.341,-191.062,43.761,258.657,72.283,-342.662,17.582,-62.515,-258.266,-142.222,43.761
'[03:01:46.602 07/11/2076]',5.079,25.788,-17.582,-29.304,49.621,-11.331,20.317,-76.190,-145.739,-55.873,-23.834,138.315,-207.473,-207.863,62.906,264.127,60.171,-354.774,18.364,-73.065,-262.173,-143.004,62.906
'[03:01:46.605 07/11/2076]',7.814,24.615,-11.331,-35.556,46.105,-12.112,23.443,-73.065,-135.580,-63.297,-4.689,126.203,-242.247,-128.547,27.350,265.690,66.032,-352.430,12.112,-62.515,-278.974,-107.839,27.350
'[03:01:46.609 07/11/2076]',5.861,19.145,-13.284,-28.523,36.728,-16.410,22.662,-60.562,-152.772,-53.919,8.205,119.560,-209.035,-144.567,9.377,264.518,67.985,-353.602,14.066,-56.264,-282.100,-100.806,9.377
'[03:01:46.613 07/11/2076]',14.847,14.457,-10.549,-33.602,41.026,-10.549,17.973,-64.469,-148.864,-53.919,1.563,110.574,-183.248,-120.342,-46.886,260.220,73.065,-352.430,11.331,-44.933,-267.253,-87.912,-46.886
'[03:01:46.617 07/11/2076]',16.020,10.549,-11.722,-24.615,36.728,-9.377,12.894,-50.794,-144.957,-32.430,-5.861,98.462,-238.339,-27.350,-86.740,267.253,75.018,-350.476,12.503,-36.728,-264.518,-73.455,-86.740
'[03:01:46.621 07/11/2076]',9.768,7.424,-7.814,-19.536,30.085,-10.549,11.722,-42.589,-142.613,-9.377,-20.708,100.415,-209.035,-81.661,-56.264,274.676,74.628,-352.430,8.596,-44.933,-284.054,-73.065,-56.264
'[03:01:46.625 07/11/2076]',10.549,6.642,-5.861,-21.099,28.523,-6.642,11.331,-44.151,-116.435,-25.788,-31.258,101.978,-235.214,-42.979,-78.926,286.007,75.018,-351.258,6.642,-43.370,-254.750,-94.945,-78.926
'[03:01:46.629 07/11/2076]',10.549,0.000,-1.954,-9.768,27.741,-4.689,11.722,-36.728,-78.144,-28.523,-36.728,107.448,-208.254,-101.197,-15.238,288.352,78.535,-353.602,2.735,-43.761,-261.783,-117.998,-15.238
'[03:01:46.633 07/11/2076]',11.722,7.033,1.563,-15.238,35.165,1.954,12.112,-44.933,-51.575,-13.675,-42.198,112.137,-182.857,-133.236,30.867,289.133,80.488,-359.463,-0.781,-50.012,-265.299,-125.812,30.867
'[03:01:46.637 07/11/2076]',12.503,9.768,-0.391,-18.755,41.416,4.298,8.596,-52.747,-35.556,-4.689,-63.687,117.998,-197.705,-69.939,-9.768,291.477,78.144,-363.761,1.172,-51.575,-212.943,-131.673,-9.768
'[03:01:46.641 07/11/2076]',16.020,5.079,-0.391,-15.629,50.012,4.298,6.252,-55.873,-11.722,-7.033,-78.926,102.369,-160.977,1.172,-125.421,288.352,79.707,-362.979,1.172,-42.589,-204.347,-23.834,-125.421
'[03:01:46.645 07/11/2076]',8.596,-2.735,-0.391,-0.391,46.886,-0.391,1.954,-44.542,3.516,5.470,-89.084,95.726,-170.354,-65.250,-50.403,302.027,75.800,-365.324,1.172,-39.072,-187.155,-100.415,-50.403
'[03:01:46.648 07/11/2076]',7.033,1.172,0.391,-12.503,55.092,2.344,-1.563,-60.952,18.364,5.861,-106.667,100.806,-169.573,-32.821,-78.144,300.073,67.985,-376.264,0.391,-45.324,-157.851,-80.488,-78.144
'[03:01:46.652 07/11/2076]',0.391,3.126,-3.907,-14.457,60.952,-0.391,-7.424,-68.767,60.952,-45.324,-137.143,108.230,-113.700,-57.045,-140.659,298.510,51.575,-391.502,4.689,-54.310,-131.673,-29.304,-140.659
'[03:01:46.656 07/11/2076]',-5.470,1.172,-1.172,-20.708,64.078,-2.735,-8.987,-79.316,77.753,-47.668,-135.971,92.991,-110.183,-95.336,-102.759,296.947,44.542,-396.190,1.954,-51.575,-98.071,-75.800,-102.759
'[03:01:46.660 07/11/2076]',-8.205,6.642,-2.344,-39.853,71.893,-1.172,-11.722,-102.759,101.978,-47.277,-143.785,78.926,-117.607,-25.006,-159.805,292.650,33.211,-400.488,3.126,-56.654,-64.469,-28.523,-159.805
'[03:01:46.664 07/11/2076]',-22.662,9.768,-9.377,-44.542,73.065,-7.814,-19.145,-113.309,135.189,-83.223,-196.532,103.541,-92.210,7.033,-252.015,296.166,10.549,-411.819,10.159,-73.455,-35.556,54.701,-252.015
'[03:01:46.668 07/11/2076]',-33.993,5.079,-9.768,-39.072,66.422,-14.457,-20.708,-109.011,132.454,-78.926,-199.267,106.667,-75.409,-0.781,-258.657,295.385,-0.391,-402.051,10.549,-75.800,-15.629,71.502,-258.657
'[03:01:46.672 07/11/2076]',-38.681,6.252,-12.894,-48.449,66.422,-10.940,-23.053,-126.984,159.805,-92.601,-186.374,81.661,-121.123,-35.946,-172.308,292.650,-15.238,-394.628,13.675,-72.283,-8.596,3.126,-172.308
'[03:01:46.676 07/11/2076]',-39.072,6.642,-17.192,-55.873,67.985,-10.940,-28.523,-135.189,160.195,-118.388,-180.122,64.469,-44.542,-127.766,-180.904,279.365,-34.383,-393.846,17.973,-64.469,1.563,-3.126,-180.904
'[03:01:46.680 07/11/2076]',-43.370,0.000,-17.582,-57.436,64.469,-14.847,-32.821,-136.361,170.354,-138.315,-179.731,56.654,-109.402,-76.972,-167.619,264.908,-52.357,-389.158,18.364,-56.654,18.755,-9.377,-167.619
'[03:01:46.684 07/11/2076]',-45.714,0.781,-16.801,-80.098,61.734,-13.675,-34.383,-156.679,173.480,-150.427,-175.043,45.324,-112.527,-96.508,-149.646,252.796,-70.330,-384.469,17.582,-49.621,50.794,-47.277,-149.646
'[03:01:46.688 07/11/2076]',-55.873,2.735,-17.582,-89.866,54.701,-17.582,-35.946,-162.930,176.996,-148.083,-196.923,47.668,-91.819,-91.429,-181.685,245.372,-85.177,-381.343,18.364,-52.357,54.701,-5.079,-181.685
'[03:01:46.691 07/11/2076]',-64.469,-6.252,-19.536,-84.786,43.761,-26.178,-37.509,-157.460,183.248,-157.851,-206.300,47.668,-86.349,-91.429,-191.453,236.386,-98.071,-374.310,20.317,-48.449,91.038,-11.722,-191.453
'[03:01:46.695 07/11/2076]',-68.767,-12.112,-20.708,-87.521,34.774,-31.648,-35.165,-159.023,183.639,-159.023,-205.128,33.211,-97.680,-87.131,-189.109,227.009,-110.574,-366.105,21.490,-37.509,99.634,-17.973,-189.109
'[03:01:46.699 07/11/2076]',-80.098,-18.755,-23.834,-88.694,18.364,-39.072,-35.946,-155.897,179.341,-169.573,-203.565,33.211,-78.535,-126.984,-168.010,214.505,-126.593,-366.105,24.615,-37.118,90.256,-8.987,-168.010
'[03:01:46.703 07/11/2076]',-94.164,-30.867,-29.695,-74.628,2.344,-52.747,-39.463,-141.050,175.824,-191.844,-211.380,43.370,-106.276,-135.580,-138.706,197.314,-144.957,-365.714,30.476,-39.072,107.839,-22.662,-138.706
